age,annual_income,employment_length_years,home_ownership,credit_history_years,open_credit_lines,past_delinquencies_2yr,credit_utilization,loan_amount,loan_term_months,interest_rate,purpose,debt_to_income,payment_to_income,default
61,80784.0,3.9,RENT,40.9,5,0,0.44,15226.0,36,12.36,major_purchase,0.063,0.076,0
45,54343.0,2.9,OWN,27.0,5,1,0.243,2621.0,48,6.93,credit_card,0.012,0.014,0
25,40984.0,1.3,RENT,6.3,2,0,0.428,19023.0,60,11.04,medical,0.093,0.121,1
51,89071.0,1.0,RENT,25.3,6,2,0.393,8217.0,36,12.49,other,0.031,0.037,0
65,70546.0,9.4,MORTGAGE,46.9,8,1,0.301,16442.0,48,5.82,credit_card,0.058,0.065,0
52,36893.0,3.8,OWN,32.5,5,0,0.135,8185.0,36,11.92,credit_card,0.074,0.088,1
22,55523.0,9.4,RENT,0.0,3,0,0.11,5032.0,12,10.55,major_purchase,0.091,0.096,0
34,27561.0,7.3,MORTGAGE,10.5,5,0,0.29,12779.0,48,9.21,credit_card,0.116,0.139,0
55,76339.0,1.3,MORTGAGE,35.1,9,2,0.333,13809.0,48,7.23,debt_consolidation,0.045,0.052,0
32,47519.0,4.3,MORTGAGE,13.2,2,0,0.309,6859.0,48,8.51,debt_consolidation,0.036,0.043,0
45,43571.0,3.5,RENT,24.3,7,0,0.181,14563.0,48,5.61,debt_consolidation,0.084,0.093,0
49,53293.0,3.3,OWN,30.1,4,0,0.518,14477.0,36,8.41,medical,0.091,0.103,0
29,55279.0,4.7,OWN,10.1,7,0,0.111,4415.0,36,9.12,credit_card,0.027,0.031,0
39,84750.0,24.1,MORTGAGE,16.1,8,0,0.364,8264.0,48,9.43,other,0.024,0.029,0
18,72805.0,10.1,RENT,0.0,3,0,0.151,6491.0,24,7.66,debt_consolidation,0.045,0.048,0
28,50101.0,14.0,MORTGAGE,10.0,3,0,0.325,8477.0,12,9.13,other,0.169,0.178,0
37,79367.0,0.2,RENT,17.8,7,0,0.103,9063.0,24,9.3,credit_card,0.057,0.063,0
25,66196.0,0.9,MORTGAGE,5.0,6,1,0.256,6417.0,12,13.47,home_improvement,0.097,0.104,0
60,43770.0,0.5,MORTGAGE,38.3,8,1,0.325,33916.0,36,8.19,credit_card,0.258,0.292,0
23,50901.0,1.8,RENT,0.4,8,0,0.23,13558.0,36,10.88,debt_consolidation,0.089,0.104,0
35,50306.0,3.5,RENT,13.7,4,0,0.084,6496.0,36,5.47,small_business,0.043,0.047,0
42,69747.0,6.2,RENT,21.0,5,2,0.505,8469.0,48,10.31,credit_card,0.03,0.037,1
57,45093.0,4.2,MORTGAGE,35.7,6,1,0.188,10427.0,60,8.88,debt_consolidation,0.046,0.057,0
23,44569.0,14.0,MORTGAGE,4.0,3,0,0.37,7212.0,60,8.51,other,0.032,0.04,0
54,144984.0,16.9,RENT,34.6,4,0,0.069,2289.0,12,10.63,debt_consolidation,0.016,0.017,0
40,86670.0,1.1,RENT,19.1,6,0,0.219,6374.0,36,8.16,debt_consolidation,0.025,0.028,0
28,37038.0,11.5,RENT,9.8,5,2,0.179,24752.0,36,11.61,medical,0.223,0.265,0
46,72076.0,3.9,OWN,26.9,5,0,0.483,57088.0,12,12.09,major_purchase,0.792,0.845,0
42,57479.0,3.6,RENT,22.4,6,0,0.039,17603.0,24,8.73,medical,0.153,0.167,0
33,65892.0,9.2,MORTGAGE,12.7,6,0,0.156,14303.0,24,12.37,major_purchase,0.109,0.123,0
41,58027.0,0.6,RENT,21.0,4,0,0.087,8648.0,48,7.32,debt_consolidation,0.037,0.043,0
35,98206.0,12.8,OWN,13.2,9,0,0.428,16980.0,60,7.03,other,0.035,0.041,0
41,64396.0,6.7,OWN,21.1,6,1,0.308,13615.0,60,9.29,debt_consolidation,0.042,0.053,0
48,52520.0,12.5,RENT,23.0,0,1,0.295,11621.0,12,5.7,credit_card,0.221,0.228,0
59,91226.0,31.2,MORTGAGE,39.6,2,0,0.348,36957.0,48,7.74,major_purchase,0.101,0.118,0
25,60879.0,4.4,RENT,4.8,5,0,0.666,18109.0,60,10.9,debt_consolidation,0.059,0.077,1
66,57569.0,0.6,RENT,48.0,1,0,0.322,9720.0,48,9.91,debt_consolidation,0.042,0.051,0
18,63387.0,1.1,MORTGAGE,0.0,5,1,0.141,12123.0,36,10.3,debt_consolidation,0.064,0.074,0
38,51699.0,2.3,RENT,14.0,3,0,0.207,16723.0,60,9.09,debt_consolidation,0.065,0.081,0
47,54427.0,0.7,RENT,27.8,5,0,0.146,5495.0,48,5.69,small_business,0.025,0.028,0
43,40403.0,10.1,RENT,24.1,7,0,0.604,8922.0,60,11.3,debt_consolidation,0.044,0.058,0
33,37213.0,2.1,RENT,12.6,7,0,0.183,5962.0,36,11.13,other,0.053,0.063,0
38,32883.0,22.3,MORTGAGE,19.8,6,1,0.188,2858.0,48,10.9,other,0.022,0.027,0
34,27011.0,7.3,RENT,13.7,6,1,0.162,9709.0,36,7.58,debt_consolidation,0.12,0.134,0
33,34896.0,1.1,MORTGAGE,13.9,1,0,0.241,19993.0,48,12.7,credit_card,0.143,0.183,0
50,49656.0,3.9,RENT,30.6,7,1,0.233,13421.0,48,9.56,major_purchase,0.068,0.082,1
44,57043.0,3.8,RENT,21.3,6,0,0.541,29895.0,12,9.95,debt_consolidation,0.524,0.553,0
32,47304.0,4.1,MORTGAGE,10.7,5,0,0.166,38753.0,24,12.16,credit_card,0.41,0.463,0
51,16683.0,4.6,MORTGAGE,31.2,3,0,0.064,15461.0,36,9.86,debt_consolidation,0.309,0.358,1
44,119049.0,0.2,RENT,23.4,6,0,0.062,10908.0,36,9.35,credit_card,0.031,0.035,0
50,93269.0,7.0,MORTGAGE,27.6,3,1,0.141,21978.0,48,10.93,home_improvement,0.059,0.073,0
48,67703.0,4.0,MORTGAGE,25.9,3,0,0.493,9273.0,12,12.22,other,0.137,0.146,0
30,140610.0,9.4,RENT,11.4,7,0,0.472,8353.0,24,10.24,debt_consolidation,0.03,0.033,0
33,33234.0,10.1,RENT,13.9,4,0,0.044,4502.0,36,5.95,debt_consolidation,0.045,0.049,0
49,139220.0,1.6,RENT,29.7,3,1,0.419,18957.0,36,6.31,credit_card,0.045,0.05,0
47,33436.0,0.3,OWN,28.4,5,0,0.357,14275.0,24,9.88,debt_consolidation,0.213,0.236,0
40,61045.0,7.3,RENT,22.0,5,0,0.378,16444.0,48,6.3,credit_card,0.067,0.076,0
41,28655.0,22.8,RENT,22.4,4,1,0.263,13021.0,24,7.3,medical,0.227,0.245,0
55,54576.0,3.6,MORTGAGE,32.0,6,0,0.34,12754.0,36,9.77,other,0.078,0.09,0
33,65715.0,1.8,MORTGAGE,12.6,3,0,0.588,4591.0,48,4.0,debt_consolidation,0.017,0.019,0
47,50144.0,1.0,MORTGAGE,27.7,3,0,0.291,21934.0,36,8.01,small_business,0.146,0.165,0
38,77415.0,2.0,RENT,17.2,8,1,0.384,10874.0,12,7.43,other,0.14,0.146,0
37,56926.0,2.4,MORTGAGE,15.0,3,0,0.136,12681.0,48,9.43,debt_consolidation,0.056,0.067,0
53,41722.0,3.3,OWN,33.7,8,0,0.172,6112.0,60,10.3,small_business,0.029,0.038,0
50,40806.0,6.4,MORTGAGE,30.1,4,0,0.338,6347.0,12,10.52,debt_consolidation,0.156,0.165,0
50,81264.0,1.9,MORTGAGE,31.8,7,1,0.376,14448.0,48,8.49,debt_consolidation,0.044,0.053,0
56,39071.0,0.3,MORTGAGE,35.3,3,0,0.273,15581.0,36,9.7,major_purchase,0.133,0.154,0
40,85622.0,2.8,RENT,20.7,3,0,0.148,25025.0,24,6.19,home_improvement,0.146,0.156,0
48,99843.0,11.6,RENT,28.3,3,0,0.567,8050.0,48,8.68,home_improvement,0.02,0.024,1
36,23521.0,4.1,MORTGAGE,16.4,7,0,0.166,5148.0,36,7.37,credit_card,0.073,0.082,0
44,95460.0,20.1,MORTGAGE,23.0,7,1,0.3,46769.0,36,8.34,home_improvement,0.163,0.185,0
38,151784.0,4.2,MORTGAGE,17.5,3,1,0.172,26718.0,60,9.39,home_improvement,0.035,0.044,0
41,61451.0,1.9,MORTGAGE,21.4,0,0,0.597,11678.0,36,8.01,debt_consolidation,0.063,0.071,0
47,73097.0,1.3,MORTGAGE,28.9,3,0,0.013,12321.0,36,9.9,major_purchase,0.056,0.065,0
30,90990.0,7.1,MORTGAGE,9.1,5,1,0.066,7258.0,12,8.14,credit_card,0.08,0.083,0
65,47205.0,4.6,RENT,40.6,2,1,0.188,4657.0,48,11.24,home_improvement,0.025,0.031,1
28,59346.0,5.6,MORTGAGE,5.6,7,1,0.594,24776.0,60,9.69,debt_consolidation,0.083,0.106,0
25,28082.0,8.4,MORTGAGE,0.0,6,0,0.199,23982.0,48,7.36,major_purchase,0.213,0.247,0
54,58065.0,7.8,RENT,35.6,5,1,0.314,5613.0,36,12.09,small_business,0.032,0.039,0
49,69498.0,0.3,OWN,30.2,4,0,0.54,11128.0,12,11.97,medical,0.16,0.171,0
47,70128.0,9.7,OWN,26.7,9,2,0.268,9766.0,36,7.9,credit_card,0.046,0.052,0
48,92292.0,4.6,RENT,29.2,6,0,0.25,3418.0,36,9.79,other,0.012,0.014,0
40,36776.0,3.0,RENT,21.9,4,0,0.137,9466.0,36,8.58,major_purchase,0.086,0.098,0
29,41510.0,4.6,RENT,9.5,5,1,0.146,16392.0,60,8.76,credit_card,0.079,0.098,0
41,139770.0,5.7,RENT,22.0,10,0,0.443,5609.0,12,11.25,small_business,0.04,0.043,0
32,50254.0,1.0,OWN,13.1,4,0,0.396,6667.0,36,12.31,debt_consolidation,0.044,0.053,0
52,59875.0,3.2,RENT,24.8,3,0,0.035,8954.0,36,13.15,debt_consolidation,0.05,0.061,0
38,52391.0,2.5,RENT,19.2,7,0,0.716,13938.0,36,7.41,debt_consolidation,0.089,0.099,0
30,35924.0,2.6,MORTGAGE,11.6,10,0,0.238,11356.0,12,7.08,debt_consolidation,0.316,0.328,0
36,121999.0,0.6,MORTGAGE,17.6,5,0,0.093,19416.0,60,10.93,credit_card,0.032,0.041,0
45,41612.0,1.0,MORTGAGE,22.1,3,1,0.262,8129.0,36,8.51,home_improvement,0.065,0.074,0
33,30834.0,1.1,MORTGAGE,11.2,3,1,0.3,20568.0,12,12.47,debt_consolidation,0.667,0.713,0
30,43245.0,2.8,OWN,11.6,5,0,0.299,7139.0,60,7.91,major_purchase,0.033,0.04,0
43,19913.0,13.5,MORTGAGE,24.3,8,1,0.517,8874.0,60,11.31,home_improvement,0.089,0.117,0
43,39119.0,1.4,RENT,20.9,5,0,0.128,5872.0,36,11.33,major_purchase,0.05,0.059,0
34,33387.0,3.2,MORTGAGE,15.0,3,2,0.417,13880.0,48,9.56,credit_card,0.104,0.125,0
34,73771.0,2.2,MORTGAGE,4.0,4,0,0.07,7855.0,12,8.85,other,0.106,0.112,0
43,38688.0,9.3,MORTGAGE,22.7,4,0,0.153,12278.0,24,8.48,credit_card,0.159,0.173,0
23,84449.0,0.3,RENT,4.4,6,0,0.392,7957.0,24,6.57,home_improvement,0.047,0.05,0
23,109015.0,1.3,MORTGAGE,0.0,4,1,0.662,13290.0,36,12.91,credit_card,0.041,0.049,0
31,80064.0,1.4,MORTGAGE,11.8,5,0,0.097,5994.0,60,6.83,other,0.015,0.018,0
37,48645.0,29.7,RENT,18.0,6,0,0.268,9101.0,24,10.16,credit_card,0.094,0.104,0
44,58137.0,5.1,RENT,24.8,5,0,0.041,16962.0,48,12.53,other,0.073,0.093,0
58,25273.0,0.9,RENT,35.6,7,1,0.064,10750.0,12,7.88,debt_consolidation,0.425,0.444,0
50,50671.0,1.9,MORTGAGE,31.4,6,1,0.081,21686.0,36,7.6,small_business,0.143,0.16,0
38,35234.0,1.1,MORTGAGE,18.6,6,3,0.473,7065.0,24,8.15,other,0.1,0.109,0
40,76662.0,0.8,RENT,21.9,5,0,0.284,8948.0,36,9.99,debt_consolidation,0.039,0.045,0
28,196099.0,9.6,MORTGAGE,4.7,3,1,0.174,6714.0,48,8.95,credit_card,0.009,0.01,0
40,69558.0,4.1,RENT,20.8,5,1,0.119,6442.0,24,10.81,major_purchase,0.046,0.052,0
37,20019.0,6.0,RENT,18.1,4,0,0.362,7667.0,36,9.37,medical,0.128,0.147,0
44,45224.0,2.4,RENT,23.4,3,0,0.292,19004.0,24,7.99,major_purchase,0.21,0.228,0
30,57598.0,4.8,MORTGAGE,8.3,3,0,0.393,7259.0,36,9.95,debt_consolidation,0.042,0.049,0
46,56595.0,1.8,MORTGAGE,23.0,4,0,0.354,28439.0,48,9.08,home_improvement,0.126,0.15,0
58,37594.0,2.2,MORTGAGE,38.7,5,1,0.167,13500.0,48,5.58,credit_card,0.09,0.1,0
39,61246.0,6.3,OWN,16.0,3,0,0.446,3300.0,60,4.0,debt_consolidation,0.011,0.012,0
45,29107.0,1.0,RENT,25.1,4,2,0.071,7556.0,24,8.45,home_improvement,0.13,0.142,0
48,33777.0,5.8,MORTGAGE,29.7,2,0,0.345,15646.0,48,8.43,credit_card,0.116,0.137,0
35,74824.0,11.5,MORTGAGE,11.4,2,0,0.417,19486.0,60,11.99,debt_consolidation,0.052,0.069,0
43,32603.0,0.8,RENT,22.6,2,1,0.19,24537.0,36,7.69,debt_consolidation,0.251,0.282,0
40,70906.0,13.7,RENT,19.2,4,0,0.468,10644.0,36,6.16,medical,0.05,0.055,1
41,27317.0,0.5,MORTGAGE,14.7,1,0,0.203,8715.0,36,11.59,small_business,0.106,0.126,1
31,130929.0,2.6,OWN,10.5,6,0,0.262,32506.0,36,9.45,other,0.083,0.095,0
40,36786.0,5.7,MORTGAGE,22.0,9,1,0.216,12760.0,36,8.25,credit_card,0.116,0.131,0
46,48444.0,4.9,MORTGAGE,21.9,7,0,0.409,14654.0,36,8.68,major_purchase,0.101,0.115,0
57,63915.0,0.6,OWN,38.0,7,0,0.107,37176.0,48,9.32,home_improvement,0.145,0.175,0
52,40836.0,9.6,MORTGAGE,31.9,3,0,0.32,16218.0,36,6.27,credit_card,0.132,0.146,0
66,58204.0,21.7,RENT,47.3,6,0,0.2,4287.0,24,11.06,debt_consolidation,0.037,0.041,0
31,72235.0,1.2,OWN,11.9,4,0,0.435,5618.0,36,10.14,medical,0.026,0.03,0
50,87580.0,13.5,MORTGAGE,28.5,9,0,0.292,13680.0,24,10.46,debt_consolidation,0.078,0.087,0
42,80479.0,4.9,RENT,22.3,7,1,0.393,3856.0,12,8.18,home_improvement,0.048,0.05,1
66,49717.0,16.5,RENT,45.0,5,1,0.361,28412.0,36,10.71,other,0.19,0.224,0
30,50346.0,1.2,MORTGAGE,6.8,2,0,0.35,11698.0,12,7.08,major_purchase,0.232,0.241,0
30,175353.0,9.4,MORTGAGE,10.7,4,1,0.429,27638.0,36,8.64,home_improvement,0.053,0.06,0
33,87112.0,0.4,MORTGAGE,12.5,4,0,0.143,14722.0,24,12.11,debt_consolidation,0.085,0.096,0
18,34169.0,12.9,MORTGAGE,0.0,1,1,0.322,10866.0,24,11.52,credit_card,0.159,0.179,0
34,56954.0,6.7,RENT,12.2,10,0,0.165,5560.0,36,8.31,debt_consolidation,0.033,0.037,0
31,45818.0,2.8,MORTGAGE,10.7,5,0,0.316,4307.0,36,11.7,debt_consolidation,0.031,0.037,0
42,50632.0,1.3,MORTGAGE,22.5,7,0,0.345,7281.0,60,10.03,debt_consolidation,0.029,0.037,0
44,29297.0,10.2,MORTGAGE,24.4,4,0,0.08,14355.0,60,5.67,credit_card,0.098,0.113,0
63,44092.0,5.5,RENT,43.3,6,0,0.122,13626.0,48,9.71,debt_consolidation,0.077,0.094,0
51,134024.0,2.7,MORTGAGE,31.7,2,0,0.249,30328.0,36,9.57,major_purchase,0.075,0.087,0
33,72369.0,3.5,MORTGAGE,11.4,8,0,0.22,6256.0,60,11.18,major_purchase,0.017,0.023,0
29,15591.0,10.5,MORTGAGE,10.6,4,0,0.057,12898.0,36,8.98,credit_card,0.276,0.316,0
46,99545.0,2.5,OWN,17.7,3,0,0.155,5008.0,24,8.63,credit_card,0.025,0.027,0
24,93416.0,0.6,MORTGAGE,1.5,4,2,0.135,26136.0,36,4.0,debt_consolidation,0.093,0.099,1
62,45268.0,14.5,OWN,42.9,5,1,0.082,4071.0,24,8.61,medical,0.045,0.049,0
54,77546.0,2.9,MORTGAGE,35.9,3,0,0.028,10603.0,48,11.51,major_purchase,0.034,0.043,0
34,35253.0,2.6,RENT,12.3,4,1,0.271,9497.0,36,10.83,debt_consolidation,0.09,0.106,0
19,42825.0,1.4,MORTGAGE,0.0,3,1,0.301,14420.0,48,9.07,credit_card,0.084,0.101,0
56,114608.0,13.7,MORTGAGE,28.1,3,0,0.068,11091.0,48,8.8,other,0.024,0.029,0
39,47294.0,1.5,MORTGAGE,20.1,7,1,0.364,10963.0,36,7.63,major_purchase,0.077,0.087,0
55,21272.0,6.1,RENT,36.7,5,0,0.329,13856.0,36,11.75,debt_consolidation,0.217,0.259,0
21,52488.0,12.8,RENT,0.0,6,0,0.082,7832.0,60,9.55,debt_consolidation,0.03,0.038,0
33,52089.0,0.2,RENT,14.1,9,0,0.456,6339.0,60,7.87,other,0.024,0.03,0
40,98635.0,10.6,MORTGAGE,18.2,7,0,0.239,5252.0,60,10.01,credit_card,0.011,0.014,0
41,54566.0,3.2,RENT,22.8,6,0,0.305,7441.0,60,9.5,debt_consolidation,0.027,0.034,0
35,43880.0,6.4,MORTGAGE,12.7,8,0,0.064,17015.0,36,10.93,credit_card,0.129,0.152,0
47,91357.0,2.8,OWN,28.6,3,0,0.358,10419.0,24,10.16,major_purchase,0.057,0.063,0
27,57549.0,7.1,MORTGAGE,5.4,7,0,0.136,7063.0,36,10.72,credit_card,0.041,0.048,0
38,37234.0,1.8,MORTGAGE,17.7,5,0,0.311,17068.0,36,9.6,debt_consolidation,0.153,0.176,0
41,96519.0,0.1,MORTGAGE,13.7,10,1,0.576,11730.0,24,11.34,home_improvement,0.061,0.068,0
46,59685.0,17.7,RENT,27.9,5,0,0.29,8339.0,60,8.7,major_purchase,0.028,0.035,0
49,54256.0,0.1,MORTGAGE,30.0,8,0,0.072,9205.0,36,10.57,home_improvement,0.057,0.066,0
27,59216.0,10.4,RENT,8.8,11,1,0.187,8804.0,36,10.91,debt_consolidation,0.05,0.058,0
22,31719.0,1.1,RENT,0.0,4,1,0.037,11278.0,48,6.54,debt_consolidation,0.089,0.101,0
55,41613.0,3.0,MORTGAGE,34.3,4,0,0.059,7795.0,48,9.94,debt_consolidation,0.047,0.057,0
44,54273.0,10.4,MORTGAGE,23.7,5,0,0.171,10150.0,36,9.68,credit_card,0.062,0.072,0
31,49152.0,1.4,RENT,12.6,4,0,0.261,9739.0,36,9.52,major_purchase,0.066,0.076,0
59,102356.0,12.0,OWN,39.0,5,1,0.521,8652.0,36,8.09,other,0.028,0.032,0
41,60397.0,4.1,RENT,21.5,5,0,0.206,10829.0,36,10.85,major_purchase,0.06,0.07,0
54,83071.0,2.7,RENT,34.9,12,0,0.687,5137.0,36,7.16,debt_consolidation,0.021,0.023,0
41,54431.0,6.5,MORTGAGE,18.6,4,0,0.267,11299.0,60,9.21,home_improvement,0.042,0.052,0
65,91871.0,2.5,MORTGAGE,46.8,1,0,0.173,4542.0,24,10.31,debt_consolidation,0.025,0.027,0
61,66089.0,2.6,RENT,39.9,7,2,0.247,16034.0,60,9.75,small_business,0.049,0.062,0
37,54541.0,7.9,MORTGAGE,13.8,5,0,0.357,15329.0,48,7.03,debt_consolidation,0.07,0.081,1
52,53818.0,2.2,RENT,26.9,3,0,0.261,19551.0,36,10.54,debt_consolidation,0.121,0.142,1
48,33617.0,1.3,RENT,25.9,3,1,0.219,36351.0,60,9.64,credit_card,0.216,0.273,0
56,69805.0,9.9,OWN,37.0,3,0,0.035,18657.0,60,7.08,credit_card,0.053,0.064,0
28,53098.0,9.8,MORTGAGE,7.2,6,0,0.082,17411.0,36,9.83,debt_consolidation,0.109,0.127,0
48,42151.0,4.1,MORTGAGE,29.5,7,1,0.379,3383.0,24,10.7,medical,0.04,0.045,0
53,94205.0,4.5,RENT,34.6,6,0,0.219,26664.0,36,6.15,other,0.094,0.104,0
19,28995.0,7.1,RENT,0.0,8,2,0.272,16834.0,60,7.33,debt_consolidation,0.116,0.139,0
26,43860.0,4.3,OWN,2.3,7,0,0.359,17845.0,36,6.58,debt_consolidation,0.136,0.15,0
18,90568.0,3.2,MORTGAGE,0.0,4,2,0.158,21916.0,36,7.71,debt_consolidation,0.081,0.091,0
37,63434.0,31.7,MORTGAGE,18.7,4,1,0.325,7042.0,48,11.24,credit_card,0.028,0.035,0
49,52895.0,1.0,RENT,28.5,5,1,0.317,23923.0,36,7.7,debt_consolidation,0.151,0.169,0
58,61421.0,5.4,RENT,39.3,3,0,0.314,7107.0,36,12.7,debt_consolidation,0.039,0.047,0
41,59261.0,13.0,MORTGAGE,20.2,4,0,0.286,16660.0,36,8.48,medical,0.094,0.106,0
60,25379.0,7.0,OWN,41.3,2,1,0.214,10390.0,60,11.24,debt_consolidation,0.082,0.107,0
23,45496.0,12.8,MORTGAGE,4.6,4,0,0.358,10718.0,36,8.33,credit_card,0.079,0.089,0
20,121572.0,2.5,RENT,0.0,4,0,0.494,13442.0,36,8.61,credit_card,0.037,0.042,0
39,38962.0,1.9,MORTGAGE,15.1,6,0,0.144,16639.0,60,9.23,debt_consolidation,0.085,0.107,0
45,46205.0,11.4,OWN,23.5,12,0,0.084,9575.0,12,9.78,home_improvement,0.207,0.218,0
40,41324.0,3.0,RENT,16.9,4,0,0.067,15071.0,48,9.1,other,0.091,0.109,0
18,51870.0,7.4,RENT,0.0,1,0,0.426,12026.0,36,9.03,debt_consolidation,0.077,0.089,0
39,40475.0,1.0,MORTGAGE,14.5,2,0,0.252,20205.0,48,10.77,debt_consolidation,0.125,0.154,0
24,69104.0,8.5,MORTGAGE,4.6,7,0,0.152,11608.0,36,7.66,other,0.056,0.063,0
48,59794.0,4.8,RENT,24.3,3,1,0.246,25682.0,12,6.52,small_business,0.43,0.445,0
44,79760.0,1.9,RENT,24.1,6,1,0.236,10913.0,24,9.99,credit_card,0.068,0.076,1
29,32033.0,4.1,RENT,10.1,4,1,0.206,8557.0,36,9.24,credit_card,0.089,0.102,1
34,45699.0,7.2,RENT,15.1,2,0,0.388,27161.0,24,7.88,small_business,0.297,0.322,1
27,48394.0,0.1,RENT,6.5,6,2,0.536,18090.0,60,7.23,debt_consolidation,0.075,0.089,0
39,68038.0,6.1,RENT,20.8,7,1,0.095,12077.0,24,11.99,debt_consolidation,0.089,0.1,0
51,36439.0,4.7,MORTGAGE,25.0,3,0,0.461,12693.0,60,8.77,major_purchase,0.07,0.086,0
28,85633.0,1.5,MORTGAGE,9.0,5,1,0.281,14904.0,24,9.17,home_improvement,0.087,0.096,0
46,98048.0,8.4,RENT,26.8,6,0,0.204,17467.0,36,11.95,credit_card,0.059,0.071,0
34,33043.0,2.2,MORTGAGE,15.2,9,0,0.463,32625.0,60,9.94,credit_card,0.197,0.251,0
30,42386.0,1.9,OWN,12.0,6,0,0.062,13553.0,36,10.63,other,0.107,0.125,0
39,41524.0,3.8,MORTGAGE,17.5,6,0,0.062,6088.0,60,9.17,small_business,0.029,0.037,0
28,202034.0,6.8,RENT,7.3,3,0,0.164,9193.0,36,10.39,other,0.015,0.018,0
33,43698.0,15.9,MORTGAGE,10.0,4,0,0.646,18138.0,24,10.32,credit_card,0.208,0.231,0
26,125343.0,0.9,MORTGAGE,7.9,6,0,0.211,9769.0,36,9.28,home_improvement,0.026,0.03,0
64,28758.0,3.0,RENT,38.1,3,0,0.109,7176.0,36,9.08,major_purchase,0.083,0.095,0
40,33030.0,0.4,RENT,20.8,4,1,0.357,18723.0,24,7.96,credit_card,0.283,0.308,0
32,38434.0,8.5,MORTGAGE,6.7,5,0,0.655,5164.0,36,12.7,credit_card,0.045,0.054,0
43,35495.0,3.6,RENT,24.7,7,0,0.215,11291.0,60,10.22,debt_consolidation,0.064,0.082,0
39,47385.0,7.4,OWN,16.9,6,0,0.207,5620.0,24,12.72,credit_card,0.059,0.067,0
37,38010.0,2.3,MORTGAGE,16.4,8,0,0.238,4366.0,60,11.89,debt_consolidation,0.023,0.031,0
47,35966.0,11.2,OWN,27.7,5,0,0.37,31784.0,48,9.44,credit_card,0.221,0.266,0
49,96687.0,4.6,MORTGAGE,30.8,3,0,0.065,7207.0,60,9.71,credit_card,0.015,0.019,0
34,99897.0,17.3,MORTGAGE,13.2,5,0,0.242,14148.0,48,7.88,debt_consolidation,0.035,0.041,0
33,87086.0,0.5,MORTGAGE,14.9,3,0,0.194,37681.0,60,8.57,small_business,0.087,0.107,0
37,70404.0,4.3,MORTGAGE,16.9,4,0,0.188,6686.0,12,10.77,other,0.095,0.101,0
18,56748.0,8.7,MORTGAGE,0.0,1,0,0.281,4931.0,36,6.66,credit_card,0.029,0.032,0
22,42255.0,5.5,RENT,0.0,3,0,0.375,18740.0,60,5.06,medical,0.089,0.101,0
56,33638.0,0.1,RENT,23.8,2,3,0.107,3443.0,24,7.49,small_business,0.051,0.055,0
60,64958.0,21.5,MORTGAGE,41.1,4,1,0.375,40055.0,24,10.7,other,0.308,0.344,0
37,30127.0,2.1,MORTGAGE,17.8,4,0,0.068,13610.0,60,8.32,other,0.09,0.111,0
47,32960.0,1.7,MORTGAGE,27.7,3,0,0.469,9259.0,36,7.79,debt_consolidation,0.094,0.105,0
44,96419.0,4.0,RENT,22.1,1,0,0.344,3839.0,36,10.67,debt_consolidation,0.013,0.016,0
75,140130.0,4.7,MORTGAGE,48.9,4,1,0.305,10353.0,36,11.47,home_improvement,0.025,0.029,0
53,65950.0,8.7,MORTGAGE,24.0,2,0,0.075,12988.0,36,11.14,major_purchase,0.066,0.078,0
38,94205.0,3.0,MORTGAGE,11.3,3,2,0.557,6675.0,60,7.02,medical,0.014,0.017,0
29,47910.0,3.5,OWN,4.7,1,0,0.075,10163.0,12,9.71,debt_consolidation,0.212,0.223,0
21,27755.0,4.6,RENT,0.0,5,0,0.146,13692.0,48,9.67,debt_consolidation,0.123,0.149,0
42,73577.0,3.0,RENT,22.6,6,1,0.452,6207.0,36,17.45,debt_consolidation,0.028,0.036,0
31,72016.0,14.8,OWN,4.1,8,0,0.418,7080.0,48,6.45,small_business,0.025,0.028,1
23,56153.0,11.4,MORTGAGE,0.7,5,1,0.62,59274.0,36,6.19,debt_consolidation,0.352,0.386,1
32,47993.0,3.6,RENT,13.4,3,1,0.419,11301.0,48,4.0,debt_consolidation,0.059,0.064,0
27,87650.0,0.0,OWN,8.9,7,0,0.383,14412.0,48,7.96,small_business,0.041,0.048,0
60,33095.0,13.9,RENT,41.3,7,1,0.196,4266.0,60,8.16,debt_consolidation,0.026,0.031,0
51,36795.0,0.8,RENT,28.5,4,0,0.278,11634.0,60,9.38,debt_consolidation,0.063,0.079,0
40,32727.0,1.7,MORTGAGE,19.0,4,0,0.293,31145.0,24,10.63,debt_consolidation,0.476,0.53,0
58,56528.0,1.0,MORTGAGE,39.2,5,0,0.356,11508.0,60,8.46,major_purchase,0.041,0.05,0
41,31447.0,1.2,MORTGAGE,18.9,4,0,0.261,16495.0,36,7.46,debt_consolidation,0.175,0.196,1
30,38479.0,9.7,RENT,11.5,4,0,0.365,14494.0,48,8.76,credit_card,0.094,0.112,0
58,38068.0,5.2,RENT,34.8,5,1,0.368,11779.0,48,10.08,credit_card,0.077,0.094,0
46,47558.0,18.8,MORTGAGE,23.3,4,1,0.193,1480.0,60,7.85,debt_consolidation,0.006,0.008,1
28,25753.0,1.6,OWN,0.0,1,0,0.106,10465.0,48,5.98,debt_consolidation,0.102,0.114,1
38,56591.0,4.0,MORTGAGE,19.5,5,0,0.205,8328.0,48,9.21,credit_card,0.037,0.044,0
